"","pmid","doi","url","year","title"
"461","30383287","10.1002/14651858.CD008153.pub4","https://doi.org/10.1002/14651858.CD008153.pub4","2018","Subpial transection surgery for epilepsy."
"462","30380586","10.1002/14651858.CD011887.pub2","https://doi.org/10.1002/14651858.CD011887.pub2","2018","Action observation for upper limb rehabilitation after stroke."
"463","30380139","10.1002/14651858.CD007447.pub2","https://doi.org/10.1002/14651858.CD007447.pub2","2018","One-to-one oral hygiene advice provided in a dental setting for oral health."
"464","30380135","10.1002/14651858.CD012058.pub2","https://doi.org/10.1002/14651858.CD012058.pub2","2018","Gene therapy for peripheral arterial disease."
"465","30379327","10.1002/14651858.CD006655.pub3","https://doi.org/10.1002/14651858.CD006655.pub3","2018","Laparoscopy versus laparotomy for the management of early stage endometrial cancer."
"466","30378681","10.1002/14651858.CD012794.pub2","https://doi.org/10.1002/14651858.CD012794.pub2","2018","Stem cell therapy for treatment of thromboangiitis obliterans (Buerger's disease)."
"467","30378678","10.1002/14651858.CD011709.pub2","https://doi.org/10.1002/14651858.CD011709.pub2","2018","Chlorpromazine versus piperacetazine for schizophrenia."
"468","30378107","10.1002/14651858.CD001023.pub3","https://doi.org/10.1002/14651858.CD001023.pub3","2018","Surgical portosystemic shunts versus transjugular intrahepatic portosystemic shunt for variceal haemorrhage in people with cirrhosis."
"469","30376602","10.1002/14651858.CD000323.pub3","https://doi.org/10.1002/14651858.CD000323.pub3","2018","Swallowing therapy for dysphagia in acute and subacute stroke."
"470","30376593","10.1002/14651858.CD009622.pub5","https://doi.org/10.1002/14651858.CD009622.pub5","2018","Gamma aminobutyric acid (GABA) receptor agonists for acute stroke."
"471","30376188","10.1002/14651858.CD009764.pub3","https://doi.org/10.1002/14651858.CD009764.pub3","2018","Prophylactic antibiotic therapy for chronic obstructive pulmonary disease (COPD)."
"472","30376155","10.1002/14651858.CD008319.pub3","https://doi.org/10.1002/14651858.CD008319.pub3","2018","Inhaled antibiotics for pulmonary exacerbations in cystic fibrosis."
"473","30372514","10.1002/14651858.CD011510.pub2","https://doi.org/10.1002/14651858.CD011510.pub2","2018","Carvedilol versus traditional, non-selective beta-blockers for adults with cirrhosis and gastroesophageal varices."
"474","30371961","10.1002/14651858.CD012661.pub2","https://doi.org/10.1002/14651858.CD012661.pub2","2018","Development of type 2 diabetes mellitus in people with intermediate hyperglycaemia."
"475","30371952","10.1002/14651858.CD006822.pub5","https://doi.org/10.1002/14651858.CD006822.pub5","2018","Heliox for croup in children."
"476","30371937","10.1002/14651858.CD010257.pub2","https://doi.org/10.1002/14651858.CD010257.pub2","2018","Antibiotics for exacerbations of chronic obstructive pulmonary disease."
"477","30365156","10.1002/14651858.CD009292.pub2","https://doi.org/10.1002/14651858.CD009292.pub2","2018","Percutaneous vascular interventions versus intravenous thrombolytic treatment for acute ischaemic stroke."
"478","30362204","10.1002/14651858.CD012301.pub2","https://doi.org/10.1002/14651858.CD012301.pub2","2018","Extended-field radiotherapy for locally advanced cervical cancer."
"479","30362116","10.1002/14651858.CD007554.pub3","https://doi.org/10.1002/14651858.CD007554.pub3","2018","Biocompatible dialysis fluids for peritoneal dialysis."
"480","30357813","10.1002/14651858.CD001415.pub3","https://doi.org/10.1002/14651858.CD001415.pub3","2018","Gabapentin add-on treatment for drug-resistant focal epilepsy."
"481","30353945","10.1002/14651858.CD001904.pub4","https://doi.org/10.1002/14651858.CD001904.pub4","2018","Carbamazepine versus phenobarbitone monotherapy for epilepsy: an individual participant data review."
"482","30353940","10.1002/14651858.CD004080.pub3","https://doi.org/10.1002/14651858.CD004080.pub3","2018","Early enteral nutrition within 24 hours of lower gastrointestinal surgery versus later commencement for length of hospital stay and postoperative complications."
"483","30352488","10.1002/14651858.CD012414.pub2","https://doi.org/10.1002/14651858.CD012414.pub2","2018","Penile rehabilitation for postprostatectomy erectile dysfunction."
"484","30350850","10.1002/14651858.CD008570.pub3","https://doi.org/10.1002/14651858.CD008570.pub3","2018","Ergonomic interventions for preventing work-related musculoskeletal disorders of the upper limb and neck among office workers."
"485","30350430","10.1002/14651858.CD005260.pub4","https://doi.org/10.1002/14651858.CD005260.pub4","2018","Prosthetic rehabilitation for older dysvascular people following a unilateral transfemoral amputation."
"486","30350354","10.1002/14651858.CD003615.pub4","https://doi.org/10.1002/14651858.CD003615.pub4","2018","Oxcarbazepine versus phenytoin monotherapy for epilepsy: an individual participant data review."
"487","30346040","10.1002/14651858.CD007462.pub4","https://doi.org/10.1002/14651858.CD007462.pub4","2018","Skin preparation for preventing infection following caesarean section."
"488","30343498","10.1002/14651858.CD011224.pub2","https://doi.org/10.1002/14651858.CD011224.pub2","2018","Leukotriene receptor antagonists for eczema."
"489","30341915","10.1002/14651858.CD011537.pub3","https://doi.org/10.1002/14651858.CD011537.pub3","2018","Intrauterine administration of human chorionic gonadotropin (hCG) for subfertile women undergoing assisted reproduction."
"490","30338526","10.1002/14651858.CD003664.pub6","https://doi.org/10.1002/14651858.CD003664.pub6","2018","Infant formulas containing hydrolysed protein for prevention of allergic disease."
"491","30338520","10.1002/14651858.CD003426.pub6","https://doi.org/10.1002/14651858.CD003426.pub6","2018","Drugs for preventing red blood cell dehydration in people with sickle cell disease."
"492","30338514","10.1002/14651858.CD010893.pub3","https://doi.org/10.1002/14651858.CD010893.pub3","2018","Interventions for reducing inflammation in familial Mediterranean fever."
"493","30335201","10.1002/14651858.CD009431.pub3","https://doi.org/10.1002/14651858.CD009431.pub3","2018","Prokinetics for functional dyspepsia."
"494","30335200","10.1002/14651858.CD001416.pub4","https://doi.org/10.1002/14651858.CD001416.pub4","2018","Zonisamide add-on therapy for focal epilepsy."
"495","30328611","10.1002/14651858.CD010318.pub3","https://doi.org/10.1002/14651858.CD010318.pub3","2018","Negative pressure wound therapy for treating foot wounds in people with diabetes mellitus."
"496","30326162","10.1002/14651858.CD009068.pub3","https://doi.org/10.1002/14651858.CD009068.pub3","2018","Interventions for preventing and treating cardiac complications in Duchenne and Becker muscular dystrophy and X-linked dilated cardiomyopathy."
"497","30325017","10.1002/14651858.CD007419.pub6","https://doi.org/10.1002/14651858.CD007419.pub6","2018","Anti-vascular endothelial growth factor for diabetic macular oedema: a network meta-analysis."
"498","30321910","10.1002/14651858.CD007927.pub4","https://doi.org/10.1002/14651858.CD007927.pub4","2018","Epidermal growth factor receptor blockers for the treatment of ovarian cancer."
"499","30321906","10.1002/14651858.CD006187.pub3","https://doi.org/10.1002/14651858.CD006187.pub3","2018","Very early versus delayed mobilisation after stroke."
"500","30321454","10.1002/14651858.CD012089.pub2","https://doi.org/10.1002/14651858.CD012089.pub2","2018","Parent-mediated interventions for promoting communication and language development in young children with Down syndrome."
"501","30321452","10.1002/14651858.CD006348.pub3","https://doi.org/10.1002/14651858.CD006348.pub3","2018","WITHDRAWN: Traditional Chinese medicinal herbs for the treatment of idiopathic chronic fatigue and chronic fatigue syndrome."
"502","30320466","10.1002/14651858.CD010859.pub2","https://doi.org/10.1002/14651858.CD010859.pub2","2018","Monotherapy laser photocoagulation for diabetic macular oedema."
"503","30320459","10.1002/14651858.CD011261.pub2","https://doi.org/10.1002/14651858.CD011261.pub2","2018","Ergonomic interventions for preventing musculoskeletal disorders in dental care practitioners."
"504","30320443","10.1002/14651858.CD012816.pub2","https://doi.org/10.1002/14651858.CD012816.pub2","2018","Taxane-based chemohormonal therapy for metastatic hormone-sensitive prostate cancer."
"505","30320438","10.1002/14651858.CD004780.pub3","https://doi.org/10.1002/14651858.CD004780.pub3","2018","Family therapy approaches for anorexia nervosa."
"506","30320433","10.1002/14651858.CD011687.pub2","https://doi.org/10.1002/14651858.CD011687.pub2","2018","Exercise for reducing falls in people living with and beyond cancer."
"507","30317542","10.1002/14651858.CD008757.pub3","https://doi.org/10.1002/14651858.CD008757.pub3","2018","Information provision for people with multiple sclerosis."
"508","30316199","10.1002/14651858.CD012471.pub2","https://doi.org/10.1002/14651858.CD012471.pub2","2018","Information or education interventions for adult intensive care unit (ICU) patients and their carers."
"509","30312988","10.1002/14651858.CD010001.pub3","https://doi.org/10.1002/14651858.CD010001.pub3","2018","Vasodilators for women undergoing fertility treatment."
"510","30311942","10.1002/14651858.CD011478.pub2","https://doi.org/10.1002/14651858.CD011478.pub2","2018","Type II or type III radical hysterectomy compared to chemoradiotherapy as a primary intervention for stage IB2 cervical cancer."
"511","30311212","10.1002/14651858.CD003483.pub3","https://doi.org/10.1002/14651858.CD003483.pub3","2018","Naloxone for opioid-exposed newborn infants."
"512","30308116","10.1002/14651858.CD008001.pub2","https://doi.org/10.1002/14651858.CD008001.pub2","2018","Interventions for replacing missing teeth: attachment systems for implant overdentures in edentulous jaws."
"513","30307602","10.1002/14651858.CD009490.pub2","https://doi.org/10.1002/14651858.CD009490.pub2","2018","Support surfaces for treating pressure ulcers."
"514","30306546","10.1002/14651858.CD011029.pub2","https://doi.org/10.1002/14651858.CD011029.pub2","2018","Dietary modifications for infantile colic."
"515","30306545","10.1002/14651858.CD012290.pub2","https://doi.org/10.1002/14651858.CD012290.pub2","2018","Active mind-body movement therapies as an adjunct to or in comparison with pulmonary rehabilitation for people with chronic obstructive pulmonary disease."
"516","30306544","10.1002/14651858.CD007360.pub3","https://doi.org/10.1002/14651858.CD007360.pub3","2018","Naftopidil for the treatment of lower urinary tract symptoms compatible with benign prostatic hyperplasia."
"517","30306538","10.1002/14651858.ED000129","https://doi.org/10.1002/14651858.ED000129","2018","Implementing systematic reviews of prognosis studies in Cochrane."
"518","30303519","10.1002/14651858.CD010703.pub2","https://doi.org/10.1002/14651858.CD010703.pub2","2018","Eszopiclone for insomnia."
"519","30298541","10.1002/14651858.CD003511.pub4","https://doi.org/10.1002/14651858.CD003511.pub4","2018","Progestogen for preventing miscarriage in women with recurrent miscarriage of unclear etiology."
"520","30298516","10.1002/14651858.CD012567.pub2","https://doi.org/10.1002/14651858.CD012567.pub2","2018","Positron emission tomography (PET) and magnetic resonance imaging (MRI) for assessing tumour resectability in advanced epithelial ovarian/fallopian tube/primary peritoneal cancer."
"521","30293234","10.1002/14651858.CD012398.pub2","https://doi.org/10.1002/14651858.CD012398.pub2","2018","Occupational therapy delivered by specialists versus non-specialists for people with schizophrenia."
"522","30293233","10.1002/14651858.CD003945.pub4","https://doi.org/10.1002/14651858.CD003945.pub4","2018","Valproate preparations for agitation in dementia."
"523","30289565","10.1002/14651858.CD003106.pub3","https://doi.org/10.1002/14651858.CD003106.pub3","2018","Interventionist versus expectant care for severe pre-eclampsia between 24 and 34 weeks' gestation."
"524","30288738","10.1002/14651858.CD009927.pub2","https://doi.org/10.1002/14651858.CD009927.pub2","2018","Individual-, family-, and school-level interventions targeting multiple risk behaviours in young people."
"525","30288727","10.1002/14651858.CD005654.pub4","https://doi.org/10.1002/14651858.CD005654.pub4","2018","Pelvic floor muscle training versus no treatment, or inactive control treatments, for urinary incontinence in women."
"526","30284724","10.1002/14651858.CD001892.pub4","https://doi.org/10.1002/14651858.CD001892.pub4","2018","Low protein diets for non-diabetic adults with chronic kidney disease."
"527","30284240","10.1002/14651858.CD005179.pub4","https://doi.org/10.1002/14651858.CD005179.pub4","2018","Psychological interventions for needle-related procedural pain and distress in children and adolescents."
"528","30284239","10.1002/14651858.CD002102.pub3","https://doi.org/10.1002/14651858.CD002102.pub3","2018","Preoperative radiotherapy and curative surgery for the management of localised rectal carcinoma."
"529","30277579","10.1002/14651858.CD001059.pub5","https://doi.org/10.1002/14651858.CD001059.pub5","2018","Calcium supplementation during pregnancy for preventing hypertensive disorders and related problems."
"530","30277568","10.1002/14651858.CD007161.pub3","https://doi.org/10.1002/14651858.CD007161.pub3","2018","Root coverage procedures for treating localised and multiple recession-type defects."
"531","30277556","10.1002/14651858.CD002252.pub4","https://doi.org/10.1002/14651858.CD002252.pub4","2018","Antihypertensive drug therapy for mild to moderate hypertension during pregnancy."
"532","30270428","10.1002/14651858.CD012222.pub2","https://doi.org/10.1002/14651858.CD012222.pub2","2018","Exercise-based cardiac rehabilitation for people with implantable ventricular assist devices."
"533","30270423","10.1002/14651858.CD003968.pub5","https://doi.org/10.1002/14651858.CD003968.pub5","2018","Psychological therapies for the management of chronic and recurrent pain in children and adolescents."
"534","30264852","10.1002/14651858.CD003481.pub7","https://doi.org/10.1002/14651858.CD003481.pub7","2018","Ibuprofen for the treatment of patent ductus arteriosus in preterm or low birth weight (or both) infants."
"535","30264525","10.1002/14651858.CD012416.pub2","https://doi.org/10.1002/14651858.CD012416.pub2","2018","Oral care measures for preventing nursing home-acquired pneumonia."
"536","30264405","10.1002/14651858.CD005528.pub3","https://doi.org/10.1002/14651858.CD005528.pub3","2018","Non-clinical interventions for reducing unnecessary caesarean section."
"537","30260472","10.1002/14651858.CD001506.pub4","https://doi.org/10.1002/14651858.CD001506.pub4","2018","Nebulised hypertonic saline for cystic fibrosis."
"538","30259968","10.1002/14651858.CD010136.pub3","https://doi.org/10.1002/14651858.CD010136.pub3","2018","Systemic antibiotics for symptomatic apical periodontitis and acute apical abscess in adults."
"539","30251253","10.1002/14651858.CD011077.pub2","https://doi.org/10.1002/14651858.CD011077.pub2","2018","Modifying the consistency of food and fluids for swallowing difficulties in dementia."
"540","30246878","10.1002/14651858.CD011798.pub2","https://doi.org/10.1002/14651858.CD011798.pub2","2018","Insulin and glucose-lowering agents for treating people with diabetes and chronic kidney disease."
"541","30246877","10.1002/14651858.CD009332.pub3","https://doi.org/10.1002/14651858.CD009332.pub3","2018","Intramuscular versus intravenous prophylactic oxytocin for the third stage of labour."
"542","30246876","10.1002/14651858.CD012555.pub2","https://doi.org/10.1002/14651858.CD012555.pub2","2018","Olanzapine for the prevention and treatment of cancer-related nausea and vomiting in adults."
"543","30246875","10.1002/14651858.CD002150.pub2","https://doi.org/10.1002/14651858.CD002150.pub2","2018","Antibiotics for treating scrub typhus."
"544","30246874","10.1002/14651858.CD008422.pub3","https://doi.org/10.1002/14651858.CD008422.pub3","2018","Vitamin D for the management of multiple sclerosis."
"545","30229557","10.1002/14651858.CD010192.pub3","https://doi.org/10.1002/14651858.CD010192.pub3","2018","Interventions for promoting habitual exercise in people living with and beyond cancer."
"546","30221749","10.1002/14651858.CD012779.pub2","https://doi.org/10.1002/14651858.CD012779.pub2","2018","Prophylactic platelet transfusions prior to surgery for people with a low platelet count."
"547","30221745","10.1002/14651858.CD009530.pub4","https://doi.org/10.1002/14651858.CD009530.pub4","2018","Bronchoscopy-guided antimicrobial therapy for cystic fibrosis."
"548","30221350","10.1002/14651858.ED000127","https://doi.org/10.1002/14651858.ED000127","2018","Doug Altman's legacy to Cochrane and evidence synthesis."
"549","30215847","10.1002/14651858.CD011073.pub2","https://doi.org/10.1002/14651858.CD011073.pub2","2018","Art therapy for people with dementia."
"550","30215846","10.1002/14651858.ED000125","https://doi.org/10.1002/14651858.ED000125","2018","Ensuring quality as the basis of evidence synthesis: leveraging information specialists' knowledge, skills, and expertise."
"551","30211952","10.1002/14651858.CD010980.pub2","https://doi.org/10.1002/14651858.CD010980.pub2","2018","Methods for blood loss estimation after vaginal birth."
"552","30209805","10.1002/14651858.CD011517.pub2","https://doi.org/10.1002/14651858.CD011517.pub2","2018","Mesh versus non-mesh for inguinal and femoral hernia repair."
"553","30204235","10.1002/14651858.CD012472.pub2","https://doi.org/10.1002/14651858.CD012472.pub2","2018","Patient-mediated interventions to improve professional practice."
"554","30199594","10.1002/14651858.CD012453.pub2","https://doi.org/10.1002/14651858.CD012453.pub2","2018","Topical and systemic antifungal therapy for chronic rhinosinusitis."
"555","30199097","10.1002/14651858.CD007287.pub4","https://doi.org/10.1002/14651858.CD007287.pub4","2018","Antigen-specific active immunotherapy for ovarian cancer."
"556","30198548","10.1002/14651858.CD006089.pub5","https://doi.org/10.1002/14651858.CD006089.pub5","2018","Antibiotics for acute rhinosinusitis in adults."
"557","30196554","10.1002/14651858.CD005974.pub5","https://doi.org/10.1002/14651858.CD005974.pub5","2018","Homeopathic medicinal products for preventing and treating acute respiratory tract infections in children."
"558","30191961","10.1002/14651858.CD011921.pub2","https://doi.org/10.1002/14651858.CD011921.pub2","2018","Oropharyngeal colostrum in preventing mortality and morbidity in preterm infants."
"559","30191554","10.1002/14651858.CD005465.pub4","https://doi.org/10.1002/14651858.CD005465.pub4","2018","Interventions for preventing falls in older people in care facilities and hospitals."
"560","30188566","10.1002/14651858.CD004538.pub3","https://doi.org/10.1002/14651858.CD004538.pub3","2018","Impact of public release of performance data on the behaviour of healthcare consumers and providers."
"561","30188565","10.1002/14651858.CD009070.pub2","https://doi.org/10.1002/14651858.CD009070.pub2","2018","Short-course versus long-course therapy of the same antibiotic for community-acquired pneumonia in adolescent and adult outpatients."
"562","30187450","10.1002/14651858.CD001127.pub4","https://doi.org/10.1002/14651858.CD001127.pub4","2018","Dornase alfa for cystic fibrosis."
"563","30184244","10.1002/14651858.CD008263.pub3","https://doi.org/10.1002/14651858.CD008263.pub3","2018","WITHDRAWN: Topical and systemic antifungal therapy for the symptomatic treatment of chronic rhinosinusitis."
"564","30184243","10.1002/14651858.CD012590.pub2","https://doi.org/10.1002/14651858.CD012590.pub2","2018","Head-to-head trials of antibiotics for bronchiectasis."
"565","30178872","10.1002/14651858.CD013102","https://doi.org/10.1002/14651858.CD013102","2018","Pharmacist services for non-hospitalised patients."
"566","30175845","10.1002/14651858.CD006876.pub5","https://doi.org/10.1002/14651858.CD006876.pub5","2018","Electromechanical and robot-assisted arm training for improving activities of daily living, arm function, and arm muscle strength after stroke."
"567","30175841","10.1002/14651858.CD008165.pub4","https://doi.org/10.1002/14651858.CD008165.pub4","2018","Interventions to improve the appropriate use of polypharmacy for older people."
"568","30171767","10.1002/14651858.CD012841.pub2","https://doi.org/10.1002/14651858.CD012841.pub2","2018","Protease activity as a prognostic factor for wound healing in venous leg ulcers."
"569","30168868","10.1002/14651858.CD012610.pub2","https://doi.org/10.1002/14651858.CD012610.pub2","2018","Lipid-based nutrient supplements for maternal, birth, and infant developmental outcomes."
"570","30168578","10.1002/14651858.CD003944.pub2","https://doi.org/10.1002/14651858.CD003944.pub2","2018","Antidepressants for treating depression in dementia."
"571","30168576","10.1002/14651858.CD008831.pub3","https://doi.org/10.1002/14651858.CD008831.pub3","2018","Probiotics for the prevention or treatment of chemotherapy- or radiotherapy-related diarrhoea in people with cancer."
"572","30161292","10.1002/14651858.CD010434.pub2","https://doi.org/10.1002/14651858.CD010434.pub2","2018","Epidural analgesia versus patient-controlled intravenous analgesia for pain following intra-abdominal surgery in adults."
"573","30160300","10.1002/14651858.CD010954.pub2","https://doi.org/10.1002/14651858.CD010954.pub2","2018","Immunonutrition for patients undergoing surgery for head and neck cancer."
"574","30156270","10.1002/14651858.CD004773.pub3","https://doi.org/10.1002/14651858.CD004773.pub3","2018","Primary antifungal prophylaxis for cryptococcal disease in HIV-positive people."
"575","30155883","10.1002/14651858.CD010747.pub2","https://doi.org/10.1002/14651858.CD010747.pub2","2018","Autologous cells derived from different sources and administered using different regimens for 'no-option' critical lower limb ischaemia patients."
"576","30153336","10.1002/14651858.CD012498.pub2","https://doi.org/10.1002/14651858.CD012498.pub2","2018","Single-dose intravenous diclofenac for acute postoperative pain in adults."
"577","30152137","10.1002/14651858.CD011940.pub2","https://doi.org/10.1002/14651858.CD011940.pub2","2018","Adverse side effects of dexamethasone in surgical patients."
"578","30148542","10.1002/14651858.CD012768.pub2","https://doi.org/10.1002/14651858.CD012768.pub2","2018","Xpert® MTB/RIF assay for extrapulmonary tuberculosis and rifampicin resistance."
"579","30141832","10.1002/14651858.CD012464.pub2","https://doi.org/10.1002/14651858.CD012464.pub2","2018","Risk-reducing bilateral salpingo-oophorectomy in women with BRCA1 or BRCA2 mutations."
"580","30141826","10.1002/14651858.CD012355.pub2","https://doi.org/10.1002/14651858.CD012355.pub2","2018","Once-daily long-acting beta₂-agonists/inhaled corticosteroids combined inhalers versus inhaled long-acting muscarinic antagonists for people with chronic obstructive pulmonary disease."
"581","30138549","10.1002/14651858.CD000280.pub2","https://doi.org/10.1002/14651858.CD000280.pub2","2018","Carbohydrate supplementation of human milk to promote growth in preterm infants."
"582","30136733","10.1002/14651858.CD012118.pub2","https://doi.org/10.1002/14651858.CD012118.pub2","2018","Drugs for treating Buruli ulcer (Mycobacterium ulcerans disease)."
"583","30136718","10.1002/14651858.CD010791.pub2","https://doi.org/10.1002/14651858.CD010791.pub2","2018","Impact of medication reconciliation for improving transitions of care."
"584","30136717","10.1002/14651858.CD012047.pub2","https://doi.org/10.1002/14651858.CD012047.pub2","2018","Perioperative local anaesthesia for reducing pain following septal surgery."
"585","30133690","10.1002/14651858.CD001955.pub4","https://doi.org/10.1002/14651858.CD001955.pub4","2018","Glucocorticoids for croup in children."
"586","30132304","10.1002/14651858.CD006023.pub3","https://doi.org/10.1002/14651858.CD006023.pub3","2018","Phosphate binders for preventing and treating chronic kidney disease-mineral and bone disorder (CKD-MBD)."
"587","30129968","10.1002/14651858.CD012317.pub2","https://doi.org/10.1002/14651858.CD012317.pub2","2018","Intravenous versus inhalational maintenance of anaesthesia for postoperative cognitive outcomes in elderly people undergoing non-cardiac surgery."
"588","30129656","10.1002/14651858.CD010995.pub2","https://doi.org/10.1002/14651858.CD010995.pub2","2018","Recanalisation therapies for wake-up stroke."
"589","30125998","10.1002/14651858.CD012274.pub2","https://doi.org/10.1002/14651858.CD012274.pub2","2018","Discontinuation of intravenous oxytocin in the active phase of induced labour."
"590","30125338","10.1002/14651858.CD011199.pub3","https://doi.org/10.1002/14651858.CD011199.pub3","2018","Conjugate Haemophilus influenzae type b vaccines for sickle cell disease."
"591","30125049","10.1002/14651858.CD012086.pub2","https://doi.org/10.1002/14651858.CD012086.pub2","2018","Surgery versus stereotactic radiotherapy for people with single or solitary brain metastasis."
"592","30125048","10.1002/14651858.CD007260.pub4","https://doi.org/10.1002/14651858.CD007260.pub4","2018","Mechanical versus manual chest compressions for cardiac arrest."
"593","30124233","10.1002/14651858.CD011729.pub2","https://doi.org/10.1002/14651858.CD011729.pub2","2018","Client feedback in psychological therapy for children and adolescents with mental health problems."
"594","30123976","10.1002/14651858.CD012753.pub2","https://doi.org/10.1002/14651858.CD012753.pub2","2018","Xenon as an adjuvant to therapeutic hypothermia in near-term and term newborns with hypoxic-ischaemic encephalopathy."
"595","30121957","10.1002/14651858.CD013105","https://doi.org/10.1002/14651858.CD013105","2018","Perioperative interventions in pelvic organ prolapse surgery."
"596","30121956","10.1002/14651858.CD013108","https://doi.org/10.1002/14651858.CD013108","2018","Surgery for women with pelvic organ prolapse with or without stress urinary incontinence."
"597","30117156","10.1002/14651858.CD008237.pub3","https://doi.org/10.1002/14651858.CD008237.pub3","2018","Virtual reality simulation training for health professions trainees in gastrointestinal endoscopy."
"598","30117155","10.1002/14651858.CD010537.pub5","https://doi.org/10.1002/14651858.CD010537.pub5","2018","Assisted reproductive technology: an overview of Cochrane Reviews."
"599","30113083","10.1002/14651858.CD011784.pub3","https://doi.org/10.1002/14651858.CD011784.pub3","2018","Interventions for treating oro-antral communications and fistulae due to dental procedures."
"600","30110718","10.1002/14651858.CD012489.pub2","https://doi.org/10.1002/14651858.CD012489.pub2","2018","E-Health interventions for anxiety and depression in children and adolescents with long-term physical conditions."
"601","30110521","10.1002/14651858.CD003085.pub3","https://doi.org/10.1002/14651858.CD003085.pub3","2018","Endovascular coiling versus neurosurgical clipping for people with aneurysmal subarachnoid haemorrhage."
"602","30109701","10.1002/14651858.CD012233.pub2","https://doi.org/10.1002/14651858.CD012233.pub2","2018","Transabdominal ultrasound and endoscopic ultrasound for diagnosis of gallbladder polyps."
"603","30106471","10.1002/14651858.CD012791.pub2","https://doi.org/10.1002/14651858.CD012791.pub2","2018","Mindfulness-based stress reduction for family carers of people with dementia."
"604","30105749","10.1002/14651858.CD005290.pub2","https://doi.org/10.1002/14651858.CD005290.pub2","2018","Acupuncture and acupressure for premenstrual syndrome."
"605","30103263","10.1002/14651858.CD012327.pub2","https://doi.org/10.1002/14651858.CD012327.pub2","2018","Treatments for women with gestational diabetes mellitus: an overview of Cochrane systematic reviews."
"606","30102428","10.1002/14651858.CD012370.pub2","https://doi.org/10.1002/14651858.CD012370.pub2","2018","Hospitalisation in short-stay units for adults with internal medicine diseases and conditions."
"607","30101972","10.1002/14651858.CD002928.pub4","https://doi.org/10.1002/14651858.CD002928.pub4","2018","Enhancing partner support to improve smoking cessation."
"608","30098021","10.1002/14651858.CD005984.pub3","https://doi.org/10.1002/14651858.CD005984.pub3","2018","Enteral nutrition for maintenance of remission in Crohn's disease."
"609","30096215","10.1002/14651858.CD008019.pub3","https://doi.org/10.1002/14651858.CD008019.pub3","2018","Mechanical dilatation of the cervix during elective caeserean section before the onset of labour for reducing postoperative morbidity."
"610","30095853","10.1002/14651858.CD010403.pub3","https://doi.org/10.1002/14651858.CD010403.pub3","2018","Maxillary distraction osteogenesis versus orthognathic surgery for cleft lip and palate patients."
"611","30095170","10.1002/14651858.CD002784.pub3","https://doi.org/10.1002/14651858.CD002784.pub3","2018","Surgery versus thrombolysis for initial management of acute limb ischaemia."
"612","30095168","10.1002/14651858.CD012812.pub2","https://doi.org/10.1002/14651858.CD012812.pub2","2018","Home parenteral nutrition for people with inoperable malignant bowel obstruction."
"613","30091808","10.1002/14651858.CD007813.pub3","https://doi.org/10.1002/14651858.CD007813.pub3","2018","Amphetamines for attention deficit hyperactivity disorder (ADHD) in adults."
"614","30091458","10.1002/14651858.CD001769.pub4","https://doi.org/10.1002/14651858.CD001769.pub4","2018","Sodium valproate versus phenytoin monotherapy for epilepsy: an individual participant data review."
"615","30091147","10.1002/14651858.CD010720.pub3","https://doi.org/10.1002/14651858.CD010720.pub3","2018","Needle size for vaccination procedures in children and adolescents."
"616","30091146","10.1002/14651858.CD006751.pub5","https://doi.org/10.1002/14651858.CD006751.pub5","2018","Vitamin A and beta (β)-carotene supplementation for cystic fibrosis."
"617","30081430","10.1002/14651858.CD005943.pub5","https://doi.org/10.1002/14651858.CD005943.pub5","2018","Progestogen for treating threatened miscarriage."
"618","30080256","10.1002/14651858.CD005461.pub5","https://doi.org/10.1002/14651858.CD005461.pub5","2018","Effect of partograph use on outcomes for women in spontaneous labour at term and their babies."
"619","30080246","10.1002/14651858.CD011960.pub2","https://doi.org/10.1002/14651858.CD011960.pub2","2018","Effects of all-trans retinoic acid (ATRA) in addition to chemotherapy for adults with acute myeloid leukaemia (AML) (non-acute promyelocytic leukaemia (non-APL))."
"620","30080242","10.1002/14651858.CD012708.pub2","https://doi.org/10.1002/14651858.CD012708.pub2","2018","Mirtazapine for fibromyalgia in adults."
"621","30075059","10.1002/14651858.CD006614.pub3","https://doi.org/10.1002/14651858.CD006614.pub3","2018","Corticosteroids for preventing neonatal respiratory morbidity after elective caesarean section at term."
"622","30075058","10.1002/14651858.CD012798.pub2","https://doi.org/10.1002/14651858.CD012798.pub2","2018","Interventions for treating distal intestinal obstruction syndrome (DIOS) in cystic fibrosis."
"623","30075057","10.1002/14651858.CD009044.pub2","https://doi.org/10.1002/14651858.CD009044.pub2","2018","Diagnostic tests for autism spectrum disorder (ASD) in preschool children."
"624","30073665","10.1002/14651858.CD000567.pub7","https://doi.org/10.1002/14651858.CD000567.pub7","2018","Colloids versus crystalloids for fluid resuscitation in critically ill people."
"625","30073663","10.1002/14651858.CD011717.pub2","https://doi.org/10.1002/14651858.CD011717.pub2","2018","Surgical portosystemic shunts versus devascularisation procedures for prevention of variceal rebleeding in people with hepatosplenic schistosomiasis."
"626","30070364","10.1002/14651858.CD010966.pub2","https://doi.org/10.1002/14651858.CD010966.pub2","2018","Correctors (specific therapies for class II CFTR mutations) for cystic fibrosis."
"627","30068022","10.1002/14651858.CD006097.pub3","https://doi.org/10.1002/14651858.CD006097.pub3","2018","Natalizumab for induction of remission in Crohn's disease."
